Word,Count
parameters,29
sale;,29
qFill,29
*********,29
\"\,\,29
protocols,29
invoiceLineDS,29
*************//,29
ft.FuelTypeId).ToList();,29
ftpc.SumTotalOutNormalized,29
balance,29
\"\0"\\,29
Guid.Empty),29
tf.Tank.FuelTypeId,29
this.database.CreateEntity<Data.Balance>();,29
money,28
(value,28
this.lastOffline,28
καυσίμου,28
encrypt,28
\list.Add(string.Format("\Current\,28
Set,28
ftc.SumTotalizerDifference,28
newStatus;,28
value.</param>,28
dbo.InvoiceType,28
Get,28
cmd.Length);,28
//else,28
formatter);,28
over,28
t.TansDate).LastOrDefault();,28
decrypt,28
\name="\nozzleId"\>Identifier\,28
taken,28
//15*4,28
given,28
radPageViewPage2,28
quantity,28
endLevel.Level.Value;,28
radPageView1,28
(endLevel,28
radPageViewPage1,28
(DateTime.Now.Subtract(this.lastOffline).TotalSeconds,28
dispensed,28
ftc.SumTotalizerDifferenceNormalized,28
number,28
nz.CurrentSale.TotalizerStart),28
</exception>,28
Common.Enumerators.FuelPointStatusEnum.Work,27
length,27
Telerik.Reporting.InstanceReportSource();,27
\0x11,\,27
45,27
(string,27
OpenCommand,27
status1;,27
this.currentThreadStatus,27
ftpc.SumTotalOutTotalizer,27
53,27
priceBuffer,27
alerts,27
status1,27
Console.WriteLine(buffer);,27
300),26
input,26
\name="\PasswordIterations"\>Number\,26
SHA1,26
textBox28,26
fp;,26
fuelpoints,26
density,26
speed),26
Recieved,26
\,\,26
either,26
\name="\InitialVector"\>Needs\,26
override,26
splitPanel2,26
System.Threading.Thread.Sleep((int)((double)(cmd.Length,26
string</returns>,26
Telerik.Reporting.InstanceReportSource,26
\Console.WriteLine("\Totals\,26
do</param>,26
0xAx--0xBF,26
before,26
0x9,26
0x8x,26
MD5</param>,26
tank.TankNumber;,26
0x7x,26
iterations,26
\name="\HashAlgorithm"\>Can\,26
long</param>,26
unitPriceCaptionTextBox,26
nozzles),26
\128,\,26
\name="\Password"\>Password\,26
this.fuelPoints),26
\name="\Salt"\>Salt\,26
unitPriceDataTextBox,26
textBox29,26
0x6x,26
\192,\,26
radSplitContainer1,26
splitPanel1,26
methods,26
nz.CurrentSale.TotalVolume,26
e.TotalVolume;,26
256</param>,26
\name="\KeySize"\>Can\,26
Sales,25
TimeOut,25
(state,25
database.TankFillings.Where(tf,25
shape5,25
FLOAT,25
database.InvoiceLines.Where(il,25
INTEGER,25
LETTER,25
'not',25
1));,25
middle=,25
follow=,25
DATETIME,25
\0x05,\,25
\"\,"\\,25
STRING,25
digits,25
'!',25
supported,25
Ignore,25
n,25
\this.serialPort.Write(buffer,\,25
->,25
Write,25
!il.TankFillingId.HasValue);,25
responses,25
(this.ActiveNozzle,24
signIndex,24
mode,24
tank.TankId);,24
\System.IO.File.AppendAllText("\WorkFlow.log"\,\,24
);,24
\0x44,\,24
last,24
textWriter,24
f.FuelType,24
tf.Volume);,24
E2,24
(decimal)MyCom.Channel[i].Delivery.DisplayVolume,24
1)).Sum(tfi,24
balance.PumpsPerFuel.FuelTypes.Where(f,24
2));,24
MyCom.Channel[i].ActionPoint.DeviceModel;,24
(decimal)MyCom.Channel[i].Delivery.DisplayAmount,24
this.commands.Count().ToString(),24
volumeBuffer,24
fp.TotalLiterCheckNormalized);,24
request,24
fp.TotalLiterCheck);,24
\DateTime.Now.ToString("\dd/MM/yyyy\,24
tankId),24
only,24
equal,24
\dt,\,24
ALTER,24
parent,24
priceString,24
shiftRadGridView,24
this.GetDisplay(fp.ActiveNozzle);,24
values.CurrentVolume;,24
\this.EnqueValues(fp.CommonFP,\,24
fired,24
в,24
(tfi.InvoiceTypeId,24
dispensing,24
balance.TimeEnd).OrderBy(f,24
//MyCom.Channel[i].ActionPoint.DeviceModel,24
AnswerOnExplane),24
(fp.CommonFP.Nozzles.Length,24
(fp.ActiveNozzle,24
tfi.VolumeRealNormalized);,24
f.FuelPumps).Sum(fp,24
41;,24
UniPump,24
tfi.VolumeReal);,24
Alert,24
(MyCom.Channel[i].ActionPoint.DeviceModel,24
dispenser's,24
\file.Name.Replace("\.out"\,\,24
(values.ActiveNozzle,24
MyCom.Channel[i].ActionPoint.UseIdentity).FirstOrDefault();,24
InvoiceReport,24
\value,\,24
devModel,24
ml,24
e0,24
mov.FuelType).SelectMany(f,24
tfi.TransactionType,24
drop,24
static,24
equals,24
\"\Italiana"\)\,24
(((string[])MyCom.DeviceModel)[devModel],24
20;,24
textWriter.ToString();,24
finished,24
\Dictionary<long,\,24
TankFillingReport,24
Maximum,24
db,23
fuelTypes,23
fp.Nozzles.Where(n,23
49,23
radGridView1,23
pageFooterSection1,23
Data.DatabaseModel,23
Communication.BalanceClass,23
l,23
fuelPoint,23
string[],23
radLabel4,23
(fp.Status,23
cmd;,23
Data.SystemEvent,23
\0x07,\,23
\this.DispenserStatusChanged(this,\,23
one,23
[00,23
response.Length);,23
foo,23
startByte,23
ASFuelControl.Communication.FuelTypeClass();,22
ASFuelControl.Communication.ReservoirClass,22
bal.EndDate,22
ASFuelControl.Communication.FuelTypeClass,22
mov.DaylyMove);,22
System.IO.StringWriter();,22
balance);,22
/CREATE,22
(qs.Count(),22
n.Dispenser.OfficialPumpNumber.ToString();,22
n.SalesTransactions.SelectMany(s,22
tank.GetTankVolume(reservoir.LevelEnd);,22
fp.Initialized,22
qt.First();,22
t.VolumeStartNormalized,22
mov.SumInInvoicedNormalized;,22
//F_2234_VOL,22
\tank.FuelType.NormalizeVolume(reservoir.VolumeStart,\,22
(this.defaultTaxDevice,22
//F_2244A,22
\ser.Serialize(textWriter,\,22
textWriter.Close();,22
nz.CurrentSale.TotalPrice,22
reservoir.VolumeEndNormalized,22
//F_2232_TEMP,22
ASFuelControl.Communication.FuelTypeDivClass();,22
qst,22
t.VolumeEndNormalized),22
//F_2234_MM,22
//F_2236A1,22
System.Xml.Serialization.XmlSerializer,22
//F_2239B,22
ASFuelControl.Communication.FuelMovementClass();,22
ftpc.FuelPumpId,22
reservoir.FuelType,22
qs,22
tank.TotalVolume;,22
ftc.TotalPumpsNumber,22
bal.BalanceText,22
ASFuelControl.Communication.FuelTypeDivClass,22
ft.FuelTypeId).SelectMany(t,22
ASFuelControl.Communication.FuelTypePumpClass,22
mov.DaylyMoveNormalized);,22
ts.Tank).Distinct();,22
Data.DatabaseModel.CurrentUserId;,22
balance.Movements.FuelMovements,22
balance.TimeStart;,22
n.FuelTypeId);,22
bal,22
temp,22
n.GetTotalizerStartAtTime(balance.TimeStart);,22
mov.DiffNormalized,22
balance.PumpsPerFuel,22
\reservoir.TemperatureEnd,\,22
\tank.FuelType.NormalizeVolume(reservoir.VolumeEnd,\,22
ASFuelControl.Communication.ReservoirClass();,22
//F_2232_VOL,22
mov.SumAdditionalInNormalized;,22
t.FuelType).Distinct().ToList();,22
(fp,22
n.Dispenser.PumpSerialNumber;,22
List<Data.FuelType>,22
ftc.FuelPumps),22
(nozzles.Count,22
nozzle.ParentFuelPoint.DecimalPlaces);,22
balance.Divergences,22
reservoir.TankSerialNumber,22
System.IO.StringWriter,22
bal.StartDate,22
List<ASFuelControl.Communication.ReservoirClass>();,22
//F_2242,22
balance.Divergences.Divergences.Add(div);,22
balance.TimeEnd;,22
t.NozzleFlows).Select(nf,22
ASFuelControl.Communication.FuelMovementClass,22
balance.Reservoirs,22
(div.DivergenceNormalized,22
mov.SumAdditionalIn;,22
//F_2236B2,22
ftpc.FuelType,22
Data.Balance();//,22
than,22
System.Xml.Serialization.XmlSerializer(typeof(Communication.BalanceClass));,22
reservoir.TemperatureEnd,22
(Data.Nozzle,22
tank.GetTankVolume(reservoir.LevelStart);,22
reservoir.LevelStart,22
reservoir.VolumeStartNormalized,22
ftc.FuelPumps.Count;,22
textWriter.Dispose();,22
ASFuelControl.Communication.FuelMovementsClass();,22
s.TankSales).Select(ts,22
t.FuelTypeId,22
(currentNozzle,22
nf.Nozzle).Distinct().ToList();,22
qt,22
mov.Diff,22
//F_2234_TEMP,22
f.TotalizerEnd,22
ftc.FuelPumps.Add(ftpc);,22
first,22
Volume,22
(Communication.Enums.FuelTypeEnum)tank.FuelType.EnumeratorValue;,22
\reservoir.TemperatureStart,\,22
div.DivergenceNormalized,22
balance.Movements.FuelMovements.Add(mov);,22
\this.AlarmRaised(this,\,22
balance.Movements,22
n.OfficialNozzleNumber;,22
bal.BalanceId,22
//F_2232_MM,22
//F_2236A2,22
//F_2235,22
num,22
n.SalesTransactions).Where(st,22
(mov.DaylyMoveNormalized,22
balance.Divergences.Divergences,22
ftpc.TotalSales,22
report.DataSource,22
lastFil,22
reservoir.VolumeEnd,22
balance.Reservoirs.Reservoirs.Add(reservoir);,22
alarm.DeviceId,22
//F_2243,22
ftpc.TankSerialNumber,22
n.SalesTransactions.Where(s,22
mov.SumInInvoiced,22
reservoir.Capacity,22
List<ASFuelControl.Communication.FuelTypeClass>();,22
List<ASFuelControl.Communication.FuelTypePumpClass>();,22
div.FuelType,22
Common.DebugValues,22
(div.Divergence,22
n.Dispenser.Nozzles.Where(nn,22
reservoir.TankId,22
mov.FuelType,22
reservoir.LevelEnd,22
f.TransactionTimeEnd).LastOrDefault();,22
List<ASFuelControl.Communication.FuelMovementClass>();,22
switch,22
subReport1,22
ftpc.TotalizerStart,22
ftc,22
reservoir.VolumeStart,22
balance.PumpsPerFuel.FuelTypes,22
t.VolumeStart,22
Responses,22
currentVolume,22
ASFuelControl.Communication.ReservoirsClass();,22
subReport2,22
div.Divergence,22
repSource,22
balance.Date,22
4),22
balance.PumpsPerFuel.FuelTypes.Add(ftc);,22
ftpc.NozzleId,22
q,22
use,22
ASFuelControl.Communication.FuelTypePumpClass();,22
div,22
n.SalesTransactions).Where(s,22
List<Data.Nozzle>,22
qsdiff,22
ser,22
(ASFuelControl.Communication.FuelTypePumpClass,22
closing,22
reservoir,22
there,22
lastFil.TankFillingId;,22
//F_2239A,22
ASFuelControl.Communication.FuelTypeDivsClass();,22
ftpc.TotalizerDifference,22
bal.ApplicationUserId,22
mov.SumInInvoiced;,22
n.GetTotalizerEndAtTime(balance.TimeEnd);,22
mov,22
Data.DatabaseModel(Properties.Settings.Default.DBConnection);,22
0F,22
(mov.DaylyMove,22
pump,22
//F_2237,22
reservoir.TemperatureStart,22
bal.LastFilling,22
ftpc.TotalLiterCheck,22
ftc.FuelPumps,22
balance.Reservoirs.Reservoirs,22
Communication.BalanceClass();,22
ASFuelControl.Communication.FuelTypeBalances();,22
mov.SumAdditionalIn,22
(lastFil,22
//F_2233,22
//F_2238,22
t.VolumeEnd),22
List<ASFuelControl.Communication.FuelTypeDivClass>();,22
ftc.FuelType,22
nextState,22
Νερού,22
//F_2236B1,22
desc,22
\ft.NormalizeVolume(ftc.SumTotalizerDifference,\,22
Implementation.ErrorInfoStateEnum.Error);,21
repSource.ReportDocument,21
fp.status,21
companyAddressDataTextBox,21
this.Add(entity);,21
priceBuffer[4].ToString();,21
foreach(string,21
B4,21
companyTINDataTextBox,21
CREATE,21
this.SaveChanges();,21
sum,21
[address],21
[OBC],21
Data,21
printer,21
100;,21
textBox30,21
companyPhoneDataTextBox,21
Console.WriteLine(this.currentCommand.CommandType);,21
priceBuffer[3].ToString(),21
meter,21
\this.DeserializeItem(fileName,\,21
this.database.SystemEvents.Where(s,21
fileNames),21
entry,21
companyNameDataTextBox,21
meanwhile,21
if(fp.Status,21
volumeBuffer[2].ToString(),21
EventArgs());,21
\times,\,21
nz.CurrentSale,21
companyOccupationDataTextBox,21
volumeBuffer[3].ToString(),21
[head],21
->0001,21
\this.TotalsRecieved(this,\,21
volumeBuffer[4].ToString();,21
oldStatus,21
priceBuffer[2].ToString(),21
this.currentCommand.Command.Length);,21
ignore,21
(this.TotalsRecieved,21
booleanAndExpression,20
invoice.InvoiceSignature,20
qInvOther.Sum(tf,20
\exemplar,\,20
requested.</param>,20
EuromatVariables,20
fp.VolumeDecimalPlaces);,20
totalizers,20
\(int)Math.Pow(10,\,20
var.Response,20
nSale.SaleTankStartValues[nf.TankId].CurrentTemperatur;,20
roundPrice,20
\name="\nozzleId"\/>\,20
qFill.Sum(tf,20
(int)f.FuelType,20
fp.Status);,20
87,20
όγκος,20
\Dictionary<string,\,20
/////,20
ParentNozzle.QueryTotals,20
radLabel5,20
log,20
βρέθηκε,20
0);,20
(response.Length,20
PtsConfiguration.NozzleQuantity,20
nz.CurrentSale.TotalVolume;,20
'0',20
