Word,Count
qsd.Sum(s,87
\"\"\);\,87
it,86
22,86
fuel,86
sale,85
DateTime,85
Common.Enumerators.FuelPointStatusEnum.Idle;,85
Runtime,84
20,84
\{0}"\,\,84
xx,84
volumeBuffer[0].ToString(),84
volumeBuffer[1].ToString(),84
identifier,84
---,84
5,84
id,83
\"\\r\n"\);\,83
event,83
then,83
shape1,83
values.CurrentVolume,82
decimal>();,82
fp),82
priceBuffer[1].ToString(),82
priceBuffer[0].ToString(),82
decimal>,82
t.TankId,82
2),81
1;,81
System.IO.Ports.SerialDataReceivedEventHandler(serialPort_DataReceived);,80
.,80
this.serialPort.DataReceived,80
textBox12,80
\0x02,\,80
Common.Enumerators.FuelPointStatusEnum.Idle,79
e),79
(decimal)MyCom.Channel[i,78
textBox13,78
values.CurrentSalePrice,78
pageInfoTextBox,77
s.VolumeNormalized);,77
/Represents,77
fp,76
8,76
il.TankFilling.TransactionTime,76
Guid,76
current,75
literCheckType,75
'-',75
logicalExpression,75
FA,75
Common.FuelPointValues();,75
connection,75
values.Status,75
fp.ActiveNozzle,74
device,74
are,74
fp.Status;,74
ResGen,74
panel2,74
your,74
textBox17,74
textBox14,73
tank.TankId,73
Provides,73
To,73
tfi.TankId,72
ft.FuelTypeId).Sum(t,72
il.Invoice.InvoiceTypeId,72
connected,72
0A,72
t.Value);,72
database.TankFillingInvoiceViews.Where(tfi,72
tfi.InvoiceTypeId,72
bytes,72
t.Key.FuelTypeId,72
6,71
08,71
label1,71
3,70
'\\'',70
response);,70
named,70
nozzle),70
radLabel2,70
bitwiseOrExpression,70
0C,70
[LogicalExpression,70
Nozzle,69
Common.FuelPointValues,69
\dispenser,\,68
s.TotalizerEnd,68
whether,68
prices,68
status,68
s.TotalizerStart);,68
(in,68
2);,67
mov.SumIn,66
mov.SumInNormalized,66
textBox15,66
NULL,66
textBox16,66
50,65
primaryExpression,65
nozzle.ParentFuelPoint.DispensedAmount,65
Version:4.0.30319.18408,65
100,65
options,65
this.database.SaveChanges();,65
(fuel,64
\name="\deviceId"\>ID\,64
nz,64
addressed.</param>,64
\etc),\,64
objects,64
\probe,\,64
FuelPoint.</param>,64
\:"\\,64
occures,64
list,63
-=,63
39,63
volumeBuffer[2].ToString();,63
textBox18,62
rate,62
Common.Enumerators.FuelPointStatusEnum.Offline),62
crc,62
System.Threading.Thread.Sleep(20);,62
shape2,61
31,61
textBox19,61
fp.DispenserStatus,61
ftpc.TotalizerStart;,61
priceBuffer[2].ToString();,61
volumeCaptionTextBox,60
fp.CommonFP.DecimalPlaces);,60
'+',60
authorization,60
)+,60
cmd.CommandType.ToString(),60
--,60
cmd.Fpoint.AddressId.ToString(),60
'\\\\',60
9,60
Common.FuelPoint,60
E,60
(int,59
\System.IO.File.AppendAllText("\Gilbarco.log"\,\,59
<returns></returns>,59
Common.Enumerators.FuelPointStatusEnum,59
23,58
dispenser,58
unitPrice[0].ToString(),58
fileName,58
7,58
\name="\sender"\></param>\,58
unitPrice[1].ToString();,58
\name="\e"\></param>\,58
tf.TransactionTimeEnd,57
\1,\,57
13,57
when,56
Common.Nozzle,56
il.FuelTypeId,56
entity,56
\(System.IO.File.Exists("\Gilbarco.log"\))\,56
TABLE,56
\name="\deviceId"\>Identifier\,56
ftpc.SumTotalOutTotalizerNormalized,56
baud,56
Basic),56
\name="\deviceId"\/>\,56
(typeof(T),56
{greedy=false;,55
pictureBox1,55
(b1,55
volumeDataTextBox,55
Returns,55
Καυσίμου,55
(left=,55
closed,55
17,54
necessary,54
address,54
commandBuffer.Add(0x00);,54
property,54
if(b1,54
fp.LastNozzle.NozzleIndex,54
AA,53
while,53
CRC,53
Buffer,53
configuration,52
55,52
//var,52
{0},52
fp.QueryTotals,52
\{0},\,52
(fp.DispenserStatus,52
fp.ActiveNozzleIndex,52
this.status,52
PtsConfiguration.FuelPointQuantity,52
textBox20,52
\this.serialPort.Read(response,\,52
COM-port,52
Common.Enumerators.FuelPointStatusEnum.Idle),52
with</param>,52
\fp,\,51
\NULL,\,51
\nozzle,\,51
radButton3,50
dt,50
fp.DecimalPlaces);,50
ft.FuelTypeId,50
false);,50
Status,50
Creates,50
State,50
provides,50
characters,50
get,50
'#',50
(~,50
\"\"\)\,49
\0x04,\,49
18,49
default(T);,49
,49
balance.TimeEnd);,48
\0x40,\,48
transaction,48
ftc.FuelType).Sum(fp,48
totalizer,48
fp.FuelType,48
Source,48
\0x01,\,48
nozzle.</param>,48
deliveryType).Sum(tfi,48
ftc.FuelPumps.Where(fp,48
19,48
this.serialPort.DiscardInBuffer();,47
nozzle.ParentFuelPoint.DispensedVolume,47
\this.serialPort.Write(cmd,\,47
while(this.serialPort.BytesToRead,47
Guid.Empty);,47
24,47
ADD,47
textBox21,47
commands,47
06,47
set;,46
get;,46
Common.Enumerators.FuelPointStatusEnum.Nozzle;,46
true);,46
make,46
..,46
'>>',45
shiftExpression,45
'==',45
multiplicativeExpression,45
additiveExpression,45
'>',45
'<<',45
volumeNormalizedCaptionTextBox,45
unaryExpression,45
'<',45
equalityExpression,45
'=',45
'>=',45
relationalExpression,45
'<=',45
object,45
'%',45
26,45
bitwiseAndExpression,45
'!=',45
expression,45
'/',45
'<>',45
NOT,45
\2,\,44
measurement,44
label2,44
ft.Nozzles.SelectMany(n,44
mov.DaylyMoveNormalized,44
totalPriceCaptionTextBox,44
report;,44
mov.FuelType).Sum(t,44
st.TransactionTimeStamp,44
ftpc,44
37,44
Baud,44
electronic,44
tank.TankSerialNumber;,44
t.FuelType,44
typed,44
indicating,44
F9,44
balance.Reservoirs.Reservoirs.Where(t,44
totalPriceDataTextBox,44
mov.DaylyMove,44
check,44
me,43
25,43
this.serialPort.BytesToRead);,43
\0x03,\,43
this.serialPort.DtrEnable,43
throw,43
Common.Enumerators.FuelPointStatusEnum.TransactionStopped;,43
\"\"\).Replace("\E"\,\,43
28,43
dt2;,43
10);,43
panel4,43
AS,43
cached,42
\{1}"\,\,42
fp.AddressId);,42
(decimal)100;,42
\database,\,42
\System.Diagnostics.Trace.WriteLine("\Commad\,42
if(flag,42
left,42
fp);,42
fp.CommonFP.ActiveNozzle,42
cmd.CommandString);,42
protocol,42
form,42
panel3,42
System.Threading.Thread.Sleep(15);,42
///,41
cmd.Length);,41
ftpc.TotalLiterCheck;,41
//F_2244C,41
//F_2244B,41
//F_2244F,41
s.Volume),41
null);,41
//F_2245A,41
//F_2245B,41
//F_2244E,41
instance,41
F4,41
does,40
Sets,40
div.PercentageNormalized,40
setting,40
ms,40
ascii,40
radDateTimePicker1,40
~,40
']',40
'(',40
div.Percentage,40
HexDigit,40
Guid.NewGuid();,40
volumeNormalizedDataTextBox,40
this.Tank.TankStatus,40
(this.dispenserStatus,40
ft,40
channels,40
<exception,40
')',40
exemplar,40
radDateTimePicker2,39
fp.Nozzles[0].QueryTotals,39
remove,39
20),39
rebuild,39
t.TansDate,39
response),39
radLabel3,39
endLevel,39
10)),39
values);,39
35,39
this.GetDisplay(fp.Nozzles[0]);,39
((TimeOut,39
99,39
s.Volume);,39
tankId).OrderBy(t,39
this.serialPort.DiscardOutBuffer();,38
buffer.Length);,38
ASCII,38
state,38
Common.Sales.SaleData,38
10),38
version,38
auto-generated,38
nozzle.LastTotalPrice;,38
Common.Enumerators.FuelPointStatusEnum.Work;,38
Δεξαμενής,38
nozzle.LastTotalVolume;,38
at,38
FuelPoints,38
F6,38
\sender,\,37
VS,37
CurrentFuelPoint,37
/str,37
str;,37
\class,\,37
etc,37
0x01,37
lookups,37
like,37
ResourceManager,37
CurrentUICulture,37
Στάθμη,37
tf.TransactionTime,37
CurrentNozzleId,37
textBox23,37
\option,\,37
\member,\,37
Overrides,37
\strings,\,37
level,37
via,37
Studio,37
[21],37
add,37
StronglyTypedResourceBuilder,37
A,37
\0x30,\,37
System.IO.File.AppendAllText(System.Environment.CurrentDirectory,37
strongly-typed,37
thread's,37
nz.QueryTotals,37
listen,37
priceBuffer,37
Values,37
affected_nozzle.Status,37
result,37
.ResX,37
edit,37
rerun,37
looking,37
textBox22,37
System.Threading.Thread(new,36
<remarks>At,36
fp.CommonFP.UnitPriceDecimalPlaces);,36
Measurements,36
Basic).</remarks>,36
e0,36
Data.Balance,36
Normalize,36
sygkekrimeno,36
dt1;,36
boolean,36
1].Totals.TotalVolume,36
Den,36
(OpenCommand,36
Enum,36
System.Threading.Thread.Sleep(50);,36
yparxei,36
\Console.WriteLine("\SALE\,36
Check,36
thread,36
conversion,36
IS,36
this.currentCommand.Fpoint.Status,36
currentNozzle.TotalVolumeCounter,36
fp;,36
(this.serialPort.BytesToRead,36
[rest,35
radButton4,35
\','\,35
Δεν,35
speed),35
'and',35
'?',35
'or',35
DataRow,35
'&',35
truncated]&quot;;,35
/Row,35
TRUE,35
System.Threading.Thread.Sleep((int)((double)(cmd.Length,35
'^',35
'|',35
textBox24,35
'||',35
'~',35
arguments,35
'&&',35
27,35
FALSE,35
DataTable,35
':',35
integerToHex(int),35
(Data.FuelType,34
(sale,34
38,34
fuelTypes),34
volumeBuffer,34
\0xFD,\,34
//F_2244D,34
\n.GetLitercheckSum(balance.TimeStart,\,34
0x0F),34
F5,34
mov.SumInInvoicedNormalized,34
Read,34
TimeOut,34
100);,34
control,34
για,34
this.Process.CurrentState,34
qInvFillings,33
Common.FuelPointValuesArgs(),33
il.Invoice.InvoiceType.TransactionType,33
startByte,33
qFill.SelectMany(tf,33
(this.status,33
NAME,33
db.TankSaleViews.Where(t,33
priceString,33
tf.InvoiceLines).Where(il,33
radDropDownList1,33
//else,33
/ALTER,33
//15*4,33
%,33
previous,33
(il.Invoice.InvoiceTypeId,33
label3,33
main,33
qInvOther,33
firmware,32
water,32
\"\"\;\,32
29,32
POS,32
communication,32
cmd;,32
\address,\,32
belongs,32
qd,32
this.fuelPoints),32
shape3,32
qd.SelectMany(nn,32
Data.Tank,32
qsd,32
amount,32
temperature,32
response.Length);,32
\this.ExecuteCommnad(cmd,\,32
Σφάλμα,32
calling,32
nn.SalesTransactions).Where(s,32
19:13:13,32
bit,32
nn.FuelTypeId,32
300),32
ftpc.FuelPumpSerialNumber,32
parms,31
alert,31
40,31
database,31
\0x06,\,31
Common.Enumerators.FuelPointStatusEnum.Work,31
received,31
textBox26,31
textBox25,31
textBox27,31
\"\\\logs"\\,31
1E,31
for(int,31
\this.serialPort.Write(buffer,\,31
Use,30
this.commands.TryDequeue(out,30
\"\0"\\,30
\0x0D,\,30
total,30
(decimal)MyCom.Channel[i].Delivery.DisplayPrice,30
salesNozzle,30
\"\,\,30
zero,30
^,30
0xFC,30
operand,30
comparison,30
this.btnStats.Enabled,30
saleNozzle,30
0.1,30
this.curCommand);,30
'\\u001f',30
Summary:,30
pageHeader,30
n.Index,30
id.ToLower()).FirstOrDefault();,30
Specifies,30
56,30
fp.ActiveNozzle.NozzleIndex,30
this.TankId).OrderByDescending(t,30
\"\\r\n"\;\,30
lock,30
t.TransactionTimeStamp).FirstOrDefault();,30
'\\u0000',30
\dt1,\,30
expressionList,30
currentTimeTextBox,30
g.Sum(f,30
this.btnSettings.Enabled,30
*************//,29
protocols,29
20;,29
ftpc.SumTotalOut,29
Data.TankFilling,29
32,29
ftpc.TotalOut,29
qFill,29
nozzle.ParentFuelPoint.DecimalPlaces);,29
radButton5,29
this.database.CreateEntity<Data.Balance>();,29
parameters,29
Guid.Empty),29
ftpc.TotalOutNormalized,29
Set,29
data;,29
*********,29
balance,29
\0x61,\,29
\Data.Implementation.OptionHandler.Instance.GetGuidOption("\LiterCheckInvoiceType"\,\,29
ft.FuelTypeId).ToList();,29
tf.Tank.FuelTypeId,29
Get,29
invoiceLineDS,29
ftpc.SumTotalOutNormalized,29
\list.Add(string.Format("\Current\,28
Console.WriteLine(buffer);,28
number,28
this.lastOffline,28
formatter);,28
ftc.SumTotalizerDifferenceNormalized,28
methods,28
nz.CurrentSale.TotalizerStart),28
(DateTime.Now.Subtract(this.lastOffline).TotalSeconds,28
(value,28
decrypt,28
over,28
\channel,\,28
money,28
\name="\nozzleId"\>Identifier\,28
digits,28
</exception>,28
value.</param>,28
alarm,28
sale;,28
dbo.InvoiceType,28
ftc.SumTotalizerDifference,28
newStatus;,28
taken,28
καυσίμου,28
dispensed,28
quantity,28
given,28
encrypt,28
length,27
E2,27
0x7x,27
ftpc.SumTotalOutTotalizer,27
0x6x,27
0x8x,27
(fp.Status,27
endLevel.Level.Value;,27
t.TansDate).LastOrDefault();,27
Telerik.Reporting.InstanceReportSource();,27
Data.TankLevelEndView,27
OpenCommand,27
database.TankLevelEndViews.Where(t,27
0x9,27
0xAx--0xBF,27
(endLevel,27
status1;,27
status1,27
5),27
this.currentThreadStatus,27
\Console.WriteLine("\Totals\,26
alerts,26
textBox28,26
radPageViewPage1,26
radPageView1,26
Recieved,26
tank.TankNumber;,26
fuelpoints,26
e.TotalVolume;,26
\128,\,26
\"\WRITE\,26
override,26
long</param>,26
Telerik.Reporting.InstanceReportSource,26
radPageViewPage2,26
textBox29,26
iterations,26
Volume,26
\name="\HashAlgorithm"\>Can\,26
nz.CurrentSale.TotalVolume,26
MD5</param>,26
\name="\KeySize"\>Can\,26
\name="\InitialVector"\>Needs\,26
33,26
\,\,26
either,26
if(fp.Status,26
256</param>,26
density,26
before,26
string</returns>,26
do</param>,26
\192,\,26
SHA1,26
\name="\Password"\>Password\,26
\name="\Salt"\>Salt\,26
nozzles),26
\name="\PasswordIterations"\>Number\,26
database.TankFillings.Where(tf,25
unitPriceDataTextBox,25
splitPanel2,25
fp.Initialized,25
'!',25
!il.TankFillingId.HasValue);,25
\"\,"\\,25
36,25
splitPanel1,25
unitPriceCaptionTextBox,25
middle=,25
Ignore,25
radSplitContainer1,25
database.InvoiceLines.Where(il,25
Sales,25
follow=,25
this.GetDisplay(fp.ActiveNozzle);,25
FLOAT,25
Write,25
45,25
fp.Nozzles.Where(n,25
'not',25
DATETIME,25
n,25
INTEGER,25
STRING,25
LETTER,25
oldStatus,25
mode,24
\System.IO.File.AppendAllText("\WorkFlow.log"\,\,24
balance.PumpsPerFuel.FuelTypes.Where(f,24
ml,24
(((string[])MyCom.DeviceModel)[devModel],24
signIndex,24
(tfi.InvoiceTypeId,24
balance.TimeEnd).OrderBy(f,24
MyCom.Channel[i].ActionPoint.DeviceModel;,24
parent,24
tfi.VolumeRealNormalized);,24
tankId),24
(MyCom.Channel[i].ActionPoint.DeviceModel,24
fired,24
UniPump,24
(values.ActiveNozzle,24
BitConverter.ToString(cmd),24
\Dictionary<long,\,24
dispensing,24
MyCom.Channel[i].ActionPoint.UseIdentity).FirstOrDefault();,24
System.Globalization.NumberFormatInfo.CurrentInfo.NumberDecimalSeparator));,24
(this.ActiveNozzle,24
200;//ms,24
equal,24
fp.Nozzles),24
fp.TotalLiterCheck);,24
decimal.Parse(vals[i,24
mov.FuelType).SelectMany(f,24
only,24
tfi.TransactionType,24
static,24
1)).Sum(tfi,24
41;,24
f.FuelPumps).Sum(fp,24
shape5,24
f.FuelType,24
\value,\,24
AnswerOnExplane),24
last,24
id),24
dispenser's,24
//MyCom.Channel[i].ActionPoint.DeviceModel,24
sum,24
textWriter.ToString();,24
textWriter,24
(fp.CommonFP.Nozzles.Length,24
tf.Volume);,24
supported,24
\"\Italiana"\)\,24
equals,24
Maximum,24
(state,24
Buffer;,24
Alert,24
tfi.VolumeReal);,24
(decimal)MyCom.Channel[i].Delivery.DisplayAmount,24
->0001,24
fp.Nozzles[0];,24
TankFillingReport,24
(fp.ActiveNozzle,24
convert,24
finished,24
InvoiceReport,24
в,24
values.CurrentVolume;,24
devModel,24
\this.EnqueValues(fp.CommonFP,\,24
shiftRadGridView,24
fp.status,24
\file.Name.Replace("\.out"\,\,24
\this.TotalsRecieved(this,\,24
fp.TotalLiterCheckNormalized);,24
this.commands.Count().ToString(),24
xx-xx-xx-xx,24
meanwhile,24
\dt,\,24
(decimal)MyCom.Channel[i].Delivery.DisplayVolume,24
commandParms,24
intergers,24
tank.TankId);,24
\times,\,24
input,23
Data.SystemEvent,23
one,23
responses,23
53,23
49,23
radLabel4,23
\"\READ\,23
1);,23
Communication.BalanceClass,23
(string,23
\Common.TotalsEventArgs(fp,\,23
[00,23
l,23
f.TransactionTimeEnd).LastOrDefault();,22
reservoir.LevelEnd,22
List<Data.Nozzle>,22
balance.Movements.FuelMovements,22
//F_2236A2,22
closing,22
balance.Divergences.Divergences,22
(div.Divergence,22
ASFuelControl.Communication.FuelTypeBalances();,22
qs,22
fuelTypes,22
pump,22
\reservoir.TemperatureStart,\,22
n.Dispenser.PumpSerialNumber;,22
n.Dispenser.Nozzles.Where(nn,22
report.DataSource,22
mov,22
nextState,22
4),22
balance.TimeEnd;,22
reservoir.Capacity,22
f.TotalizerEnd,22
(div.DivergenceNormalized,22
qt,22
List<ASFuelControl.Communication.FuelMovementClass>();,22
t.VolumeStart,22
nf.Nozzle).Distinct().ToList();,22
//F_2238,22
System.Xml.Serialization.XmlSerializer,22
qst,22
reservoir.VolumeStart,22
repSource,22
ALTER,22
mov.DaylyMoveNormalized);,22
mov.Diff,22
tank.GetTankVolume(reservoir.LevelEnd);,22
//F_2239B,22
Data.Balance();//,22
div.Divergence,22
Data.DatabaseModel,22
Responses,22
s.TankSales).Select(ts,22
nz.CurrentSale.TotalPrice,22
//F_2242,22
List<ASFuelControl.Communication.ReservoirClass>();,22
//F_2244A,22
mov.FuelType,22
ftc.FuelPumps.Add(ftpc);,22
ASFuelControl.Communication.FuelTypeDivClass,22
ASFuelControl.Communication.FuelTypeDivClass();,22
Data.DatabaseModel(Properties.Settings.Default.DBConnection);,22
\ser.Serialize(textWriter,\,22
ser,22
//F_2243,22
div.DivergenceNormalized,22
balance.Movements.FuelMovements.Add(mov);,22
List<ASFuelControl.Communication.FuelTypePumpClass>();,22
n.OfficialNozzleNumber;,22
bal,22
balance.Movements,22
System.IO.StringWriter,22
List<Data.FuelType>,22
//F_2236A1,22
alarm.DeviceId,22
reservoir.VolumeStartNormalized,22
ASFuelControl.Communication.ReservoirClass,22
reservoir.FuelType,22
div.FuelType,22
\ft.NormalizeVolume(ftc.SumTotalizerDifference,\,22
ftpc.TotalizerDifference,22
ASFuelControl.Communication.FuelMovementClass,22
n.GetTotalizerStartAtTime(balance.TimeStart);,22
Bytes,22
\reservoir.TemperatureEnd,\,22
ts.Tank).Distinct();,22
qsdiff,22
mov.SumInInvoiced,22
qt.First();,22
ASFuelControl.Communication.FuelTypePumpClass,22
\tank.FuelType.NormalizeVolume(reservoir.VolumeEnd,\,22
mov.SumInInvoiced;,22
ftpc.TotalLiterCheck,22
balance.Reservoirs.Reservoirs.Add(reservoir);,22
bal.EndDate,22
//F_2233,22
than,22
lastFil.TankFillingId;,22
mov.SumInInvoicedNormalized;,22
div,22
//F_2234_TEMP,22
n.SalesTransactions.Where(s,22
t.FuelTypeId,22
(this.defaultTaxDevice,22
bal.LastFilling,22
Νερού,22
mov.SumAdditionalInNormalized;,22
n.SalesTransactions).Where(s,22
//F_2234_VOL,22
textWriter.Close();,22
->,22
balance.Divergences,22
reservoir.TemperatureEnd,22
there,22
ftpc.FuelType,22
lastFil,22
ASFuelControl.Communication.ReservoirClass();,22
balance);,22
t.VolumeStartNormalized,22
t.FuelType).Distinct().ToList();,22
ftpc.NozzleId,22
subReport1,22
//F_2232_VOL,22
n.GetTotalizerEndAtTime(balance.TimeEnd);,22
first,22
bal.StartDate,22
ASFuelControl.Communication.FuelMovementClass();,22
System.Xml.Serialization.XmlSerializer(typeof(Communication.BalanceClass));,22
ftc.FuelPumps),22
balance.Date,22
tank.GetTankVolume(reservoir.LevelStart);,22
use,22
mov.SumAdditionalIn;,22
balance.Reservoirs,22
//F_2239A,22
Common.DebugValues,22
fuelPoint,22
subReport2,22
reservoir.TankId,22
//F_2236B1,22
reservoir.VolumeEndNormalized,22
ASFuelControl.Communication.FuelTypeClass,22
//F_2235,22
ASFuelControl.Communication.ReservoirsClass();,22
ASFuelControl.Communication.FuelTypeClass();,22
//F_2237,22
ftpc.TankSerialNumber,22
mov.DaylyMove);,22
\this.AlarmRaised(this,\,22
(Communication.Enums.FuelTypeEnum)tank.FuelType.EnumeratorValue;,22
balance.TimeStart;,22
pageFooterSection1,22
//F_2232_MM,22
//F_2232_TEMP,22
t.NozzleFlows).Select(nf,22
n.Dispenser.OfficialPumpNumber.ToString();,22
Communication.BalanceClass();,22
reservoir.TankSerialNumber,22
ftpc.FuelPumpId,22
ftc,22
n.SalesTransactions).Where(st,22
mov.DiffNormalized,22
t.VolumeEnd),22
balance.PumpsPerFuel.FuelTypes.Add(ftc);,22
System.IO.StringWriter();,22
//F_2236B2,22
\tank.FuelType.NormalizeVolume(reservoir.VolumeStart,\,22
t.VolumeEndNormalized),22
ftc.FuelPumps,22
List<ASFuelControl.Communication.FuelTypeDivClass>();,22
(mov.DaylyMoveNormalized,22
//F_2234_MM,22
mov.SumAdditionalIn,22
(lastFil,22
ASFuelControl.Communication.FuelTypeDivsClass();,22
ftc.FuelPumps.Count;,22
bal.BalanceId,22
(ASFuelControl.Communication.FuelTypePumpClass,22
ASFuelControl.Communication.FuelTypePumpClass();,22
n.SalesTransactions.SelectMany(s,22
Data.DatabaseModel.CurrentUserId;,22
reservoir,22
List<ASFuelControl.Communication.FuelTypeClass>();,22
(nozzles.Count,22
ftpc.TotalizerStart,22
ft.FuelTypeId).SelectMany(t,22
ftpc.TotalSales,22
switch,22
ftc.FuelType,22
reservoir.TemperatureStart,22
n.FuelTypeId);,22
(mov.DaylyMove,22
textWriter.Dispose();,22
reservoir.VolumeEnd,22
ftc.TotalPumpsNumber,22
bal.BalanceText,22
bal.ApplicationUserId,22
ASFuelControl.Communication.FuelMovementsClass();,22
tank.TotalVolume;,22
(qs.Count(),22
\0x11,\,22
(this.TotalsRecieved,22
reservoir.LevelStart,22
balance.PumpsPerFuel.FuelTypes,22
balance.Divergences.Divergences.Add(div);,22
balance.PumpsPerFuel,22
balance.Reservoirs.Reservoirs,22
(Data.Nozzle,22
request,21
fileNames),21
volumeBuffer[3].ToString(),21
textBox30,21
volumeBuffer[4].ToString();,21
B4,21
this.Add(entity);,21
nz.CurrentSale,21
totals,21
db,21
currentVolume,21
desc,21
/CREATE,21
volumeBuffer[2].ToString(),21
priceBuffer[3].ToString(),21
Console.WriteLine(this.currentCommand.CommandType);,21
ignore,21
[OBC],21
87,21
q,21
repSource.ReportDocument,21
100;,21
priceBuffer[2].ToString(),21
this.currentCommand.Command.Length);,21
Implementation.ErrorInfoStateEnum.Error);,21
radGridView1,21
[address],21
(fp,21
[head],21
meter,21
this.SaveChanges();,21
foreach(string,21
\this.DeserializeItem(fileName,\,21
priceBuffer[4].ToString();,21
companyPhoneDataTextBox,20
companyAddressDataTextBox,20
nz.CurrentSale.TotalVolume;,20
active,20
Main,20
\(int)Math.Pow(10,\,20
affected_nozzle.isStatusChanged,20
log,20
unitPrice,20
\"\_"\\,20
UnicodeEscape,20
ParentNozzle.QueryTotals,20
BackendConfiguration,20
this.database.SystemEvents.Where(s,20
qInvOther.Sum(tf,20
PtsConfiguration.NozzleQuantity,20
GroupSum,20
/////,20
\Dictionary<string,\,20
panel5,20
ft.EnumeratorValue).Sum(f,20
\name="\orderAmount"\>Amount\,20
ch,20
class.</param>,20
requested.</param>,20
't',20
(int)f.FuelType,20
bitwiseXOrExpression,20
companyTINDataTextBox,20
(ftc.FuelPumps.Count,20
inv,20
totalizers,20
roundPrice,20
ftc.FuelPumps.Where(f,20
invoice.InvoiceSignature,20
'0',20
printer,20
βρέθηκε,20
updated,20
